user,day,numdistinctRecipientsDay,numdistinctRecipientsNight,numinternalRecipientsDay,numinternalRecipientsNight
JAW3813,2010-01-12,10,0,1,0
JAY3851,2010-01-12,24,0,10,0
JBB0847,2010-01-12,2,0,0,0
JBB1875,2010-01-12,0,11,0,8
JBB3280,2010-01-12,5,0,1,0
JBC1916,2010-01-12,8,11,2,4
JBD3707,2010-01-12,0,5,0,1
JBH2559,2010-01-12,20,0,7,0
JBI0654,2010-01-12,15,6,3,2
JBL2993,2010-01-12,11,0,2,0
JBL3189,2010-01-12,0,21,0,7
JBM2769,2010-01-12,16,8,4,2
JBM3933,2010-01-12,2,0,1,0
JBO2839,2010-01-12,5,0,0,0
JBP0651,2010-01-12,19,0,8,0
JBS1291,2010-01-12,13,0,8,0
JBT1035,2010-01-12,26,0,11,0
JBW0109,2010-01-12,13,11,4,4
JBW2054,2010-01-12,17,0,2,0
JBW3852,2010-01-12,15,6,5,4
JCB2089,2010-01-12,15,0,9,0
JCB2350,2010-01-12,5,0,2,0
JCB3054,2010-01-12,6,25,2,5
JCC0059,2010-01-12,12,15,3,2
JCC0571,2010-01-12,26,0,5,0
JCC0736,2010-01-12,19,3,6,2
JCC1381,2010-01-12,14,0,4,0
JCC2287,2010-01-12,6,0,2,0
JCF0800,2010-01-12,8,13,3,5
JCG1982,2010-01-12,11,3,3,2
JCH1410,2010-01-12,19,9,3,1
JCH1952,2010-01-12,6,14,2,2
JCH2505,2010-01-12,9,12,1,7
JCH2963,2010-01-12,10,28,4,7
JCH3456,2010-01-12,6,9,1,2
JCJ2572,2010-01-12,21,0,3,0
JCL0446,2010-01-12,4,12,0,3
JCM1388,2010-01-12,22,0,3,0
JCM1803,2010-01-12,13,5,6,2
JCP0028,2010-01-12,15,0,8,0
JCP1462,2010-01-12,16,3,7,2
JCP3883,2010-01-12,12,9,2,4
JCR1148,2010-01-12,20,0,7,0
JCR1536,2010-01-12,0,6,0,1
JCR3919,2010-01-12,0,2,0,1
JCS0380,2010-01-12,26,0,15,0
JCS2391,2010-01-12,2,23,1,9
JCW1332,2010-01-12,20,0,8,0
JDB0738,2010-01-12,5,2,4,1
JDB0956,2010-01-12,28,0,12,0
JDB1620,2010-01-12,10,0,1,0
JDB3127,2010-01-12,15,4,3,0
JDC2176,2010-01-12,5,0,1,0
JDC3713,2010-01-12,34,5,6,1
JDH0295,2010-01-12,9,0,9,0
JDH1027,2010-01-12,10,5,5,0
JDH1550,2010-01-12,6,0,0,0
JDH3762,2010-01-12,9,0,3,0
JDM0165,2010-01-12,25,0,5,0
JDM1042,2010-01-12,22,0,10,0
JDR0436,2010-01-12,21,0,4,0
JDS0516,2010-01-12,13,8,2,3
JDV1245,2010-01-12,17,4,7,0
JEH2787,2010-01-12,0,2,0,1
JEH2847,2010-01-12,2,0,1,0
JEL2887,2010-01-12,23,15,8,5
JEM0546,2010-01-12,13,0,4,0
JEP1571,2010-01-12,6,0,1,0
JET2299,2010-01-12,2,4,1,1
JEV3132,2010-01-12,25,0,6,0
JEW2035,2010-01-12,20,0,6,0
JEW2141,2010-01-12,22,0,5,0
JFB0961,2010-01-12,28,0,15,0
JFB2168,2010-01-12,0,2,0,0
JFG1049,2010-01-12,24,0,5,0
JFL2674,2010-01-12,0,3,0,0
JFO2840,2010-01-12,2,0,0,0
JFR3527,2010-01-12,10,17,3,5
JGH0493,2010-01-12,10,12,4,3
JGH0728,2010-01-12,6,0,3,0
JGM3588,2010-01-12,19,0,5,0
JGN1767,2010-01-12,10,15,3,6
JGR2327,2010-01-12,14,30,3,10
JGR3488,2010-01-12,17,0,4,0
JGR3914,2010-01-12,0,6,0,1
JGW1274,2010-01-12,16,0,9,0
JHB0807,2010-01-12,7,14,1,7
JHC1809,2010-01-12,16,0,8,0
JHC3520,2010-01-12,16,0,7,0
JHD2499,2010-01-12,5,12,1,8
JHE3080,2010-01-12,0,14,0,5
JHF0480,2010-01-12,8,0,1,0
JHF1278,2010-01-12,7,8,5,4
JHF1356,2010-01-12,3,14,0,3
JHH2770,2010-01-12,13,12,3,4
JHH3462,2010-01-12,6,0,2,0
JHK1849,2010-01-12,18,3,4,1
JHK3122,2010-01-12,15,2,5,0
JHM0583,2010-01-12,11,0,2,0
JHP1799,2010-01-12,13,6,4,1
JIB1218,2010-01-12,14,0,7,0
JIB2606,2010-01-12,16,5,5,1
JIG1936,2010-01-12,23,0,5,0
JIM2988,2010-01-12,0,7,0,1
JIN3522,2010-01-12,11,19,3,2
JIP3170,2010-01-12,11,9,4,2
JIR2594,2010-01-12,15,0,2,0
JIR2827,2010-01-12,3,0,1,0
JIW2086,2010-01-12,13,0,4,0
JJA1399,2010-01-12,18,0,7,0
JJB0042,2010-01-12,16,15,4,3
JJB1598,2010-01-12,28,5,8,2
JJB2367,2010-01-12,15,0,2,0
JJB3398,2010-01-12,5,9,0,1
JJC0116,2010-01-12,17,0,5,0
JJE1552,2010-01-12,0,2,0,0
JJF1325,2010-01-12,13,2,5,0
JJH0681,2010-01-12,18,0,6,0
JJH1389,2010-01-12,9,15,3,2
JJH1818,2010-01-12,21,0,5,0
JJH2332,2010-01-12,23,2,7,0
JJJ1267,2010-01-12,22,0,7,0
JJL1448,2010-01-12,12,4,5,1
JJM2845,2010-01-12,2,0,0,0
JJM3791,2010-01-12,32,2,10,0
JJS2079,2010-01-12,17,0,3,0
JJS2973,2010-01-12,8,0,1,0
JJS3884,2010-01-12,14,2,5,1
JKC2754,2010-01-12,24,0,5,0
JKC3349,2010-01-12,5,0,1,0
JKD1115,2010-01-12,15,0,4,0
JKF1825,2010-01-12,15,6,2,1
JKG0944,2010-01-12,11,0,2,0
JKG3329,2010-01-12,2,0,0,0
JKH3673,2010-01-12,4,0,1,0
JKK1422,2010-01-12,12,4,3,1
JKS2444,2010-01-12,20,0,7,0
JKW0200,2010-01-12,16,0,6,0
JLA0030,2010-01-12,24,13,4,2
JLC0216,2010-01-12,0,30,0,10
JLF3219,2010-01-12,18,3,3,1
JLF3346,2010-01-12,2,0,1,0
JLG2952,2010-01-12,28,0,11,0
JLG3764,2010-01-12,9,0,2,0
JLL1204,2010-01-12,16,4,4,1
JLL1813,2010-01-12,18,5,5,0
JLM3150,2010-01-12,16,0,8,0
JLM3847,2010-01-12,8,15,1,5
JLR0313,2010-01-12,4,0,1,0
JLR0632,2010-01-12,14,0,4,0
JLR3930,2010-01-12,5,0,1,0
JLW2924,2010-01-12,10,0,1,0
JLW3598,2010-01-12,16,4,6,2
JMB1651,2010-01-12,26,11,9,2
JMB2246,2010-01-12,3,0,1,0
JMC2806,2010-01-12,2,0,1,0
JMC2911,2010-01-12,0,9,0,3
JME0387,2010-01-12,25,3,7,0
JMF3362,2010-01-12,31,7,6,1
JMG3365,2010-01-12,10,24,2,8
JMG3704,2010-01-12,0,2,0,1
JMH0617,2010-01-12,11,0,3,0
JMH1847,2010-01-12,16,0,2,0
JMH2517,2010-01-12,19,0,4,0
JMM0848,2010-01-12,0,5,0,0
JMR3367,2010-01-12,30,0,9,0
JMS0149,2010-01-12,29,0,13,0
JMV0602,2010-01-12,6,5,2,0
JNC2650,2010-01-12,15,0,6,0
JNG1998,2010-01-12,13,0,8,0
JNM0905,2010-01-12,3,0,1,0
JNP1240,2010-01-12,19,3,4,2
JNR1694,2010-01-12,6,2,0,1
JNR2260,2010-01-12,31,0,7,0
JNS3342,2010-01-12,2,0,0,0
JOA0305,2010-01-12,5,0,1,0
JOB1328,2010-01-12,15,0,7,0
JOC3621,2010-01-12,2,0,1,0
JON0788,2010-01-12,2,17,1,6
JOR2627,2010-01-12,12,0,5,0
JOW0688,2010-01-12,27,0,5,0
JPC2507,2010-01-12,17,3,5,1
JPF1296,2010-01-12,20,5,7,1
JPH1129,2010-01-12,19,0,8,0
JPJ0227,2010-01-12,25,11,6,3
JPS2432,2010-01-12,19,0,9,0
JQS2908,2010-01-12,6,2,1,1
JRA0522,2010-01-12,20,0,7,0
JRB0025,2010-01-12,29,0,9,0
JRB1080,2010-01-12,20,0,7,0
JRB2741,2010-01-12,15,7,4,2
JRF3424,2010-01-12,0,39,0,9
JRJ0919,2010-01-12,33,0,8,0
JRK2707,2010-01-12,17,2,6,0
JRL2365,2010-01-12,13,0,2,0
JRM0871,2010-01-12,2,0,1,0
JRM1303,2010-01-12,9,13,4,2
JRM2358,2010-01-12,4,3,1,0
JRP0250,2010-01-12,36,0,7,0
JRR0459,2010-01-12,5,17,1,3
JRR0769,2010-01-12,5,14,2,4
JRR0829,2010-01-12,25,0,4,0
JRR2745,2010-01-12,12,8,3,1
JRR3014,2010-01-12,7,12,4,2
JSB0320,2010-01-12,31,0,10,0
JSB0783,2010-01-12,12,9,6,1
JSB1535,2010-01-12,5,0,0,0
JSB2942,2010-01-12,24,6,11,2
JSC3976,2010-01-12,0,6,0,0
JSG3377,2010-01-12,17,24,3,4
JSH0887,2010-01-12,5,0,1,0
JSH1070,2010-01-12,16,5,6,1
JSH1843,2010-01-12,22,0,8,0
JSH3019,2010-01-12,12,0,5,0
JSJ2743,2010-01-12,14,0,5,0
JSM3334,2010-01-12,5,0,1,0
JSM3633,2010-01-12,2,0,1,0
JSM3931,2010-01-12,0,2,0,0
JSN0214,2010-01-12,11,9,2,4
JSN1905,2010-01-12,17,4,3,1
JSO3292,2010-01-12,0,5,0,1
JSR1085,2010-01-12,15,0,8,0
JSR3988,2010-01-12,5,0,0,0
JSW0872,2010-01-12,5,0,0,0
JTC0941,2010-01-12,7,0,1,0
JTH0719,2010-01-12,12,2,7,0
JTJ0597,2010-01-12,17,6,5,3
JTJ3700,2010-01-12,3,0,1,0
JTM0878,2010-01-12,0,2,0,1
JTN2073,2010-01-12,13,0,4,0
JTR3205,2010-01-12,10,4,3,1
JTS2090,2010-01-12,9,15,2,4
JTV1040,2010-01-12,25,2,7,0
JTV2654,2010-01-12,25,0,6,0
JUG0498,2010-01-12,21,0,8,0
JUH3378,2010-01-12,32,7,5,2
JUL1835,2010-01-12,17,4,4,1
JUM0102,2010-01-12,4,11,1,6
JVB3184,2010-01-12,22,0,9,0
JVC2443,2010-01-12,29,0,9,0
JVS2308,2010-01-12,4,6,0,1
JVZ3437,2010-01-12,30,0,11,0
JWB1519,2010-01-12,4,0,1,0
JWM0484,2010-01-12,9,0,2,0
JWW2765,2010-01-12,4,9,1,2
JXP3801,2010-01-12,8,0,0,0
JYB0262,2010-01-12,12,12,2,0
JYM3047,2010-01-12,22,0,6,0
JYW1965,2010-01-12,2,15,1,5
JZE2902,2010-01-12,32,0,12,0
JZM1335,2010-01-12,15,0,1,0
JZM1351,2010-01-12,20,0,7,0
KAA2150,2010-01-12,0,16,0,8
KAA2259,2010-01-12,27,6,6,2
KAB1420,2010-01-12,13,0,7,0
KAC0579,2010-01-12,10,8,3,0
KAC1774,2010-01-12,22,0,3,0
KAC2449,2010-01-12,15,0,9,0
KAG0689,2010-01-12,19,6,5,3
KAG2599,2010-01-12,16,0,7,0
KAH1820,2010-01-12,12,0,8,0
KAH2398,2010-01-12,6,0,2,0
KAH2460,2010-01-12,11,0,3,0
KAH3247,2010-01-12,8,12,1,1
KAL1210,2010-01-12,17,0,4,0
KAM0005,2010-01-12,25,17,14,2
KAP0844,2010-01-12,2,0,0,0
KAP2430,2010-01-12,20,5,5,1
KAS2029,2010-01-12,14,0,4,0
KAV2926,2010-01-12,7,0,3,0
KAW3589,2010-01-12,14,0,8,0
KBA1020,2010-01-12,5,2,1,0
KBB0460,2010-01-12,18,3,7,2
KBB0890,2010-01-12,5,0,0,0
KBC0578,2010-01-12,0,10,0,2
KBF2661,2010-01-12,17,0,7,0
KBG1117,2010-01-12,14,5,2,2
KBG2061,2010-01-12,19,0,5,0
KBH3913,2010-01-12,0,5,0,0
KBK3593,2010-01-12,19,0,6,0
KBM3460,2010-01-12,6,0,2,0
KBM3734,2010-01-12,3,30,0,11
KBO2485,2010-01-12,14,0,8,0
KBO2708,2010-01-12,18,0,5,0
KBP0384,2010-01-12,34,0,14,0
KBP0899,2010-01-12,3,0,1,0
KBP2753,2010-01-12,5,15,0,8
KBV1602,2010-01-12,29,0,14,0
KBW1629,2010-01-12,0,7,0,2
KCB1975,2010-01-12,14,6,1,3
KCC2434,2010-01-12,22,0,8,0
KCC3658,2010-01-12,0,4,0,1
KCD0181,2010-01-12,14,0,7,0
KCF0450,2010-01-12,24,4,8,3
KCG0979,2010-01-12,5,0,0,0
KCH2475,2010-01-12,18,0,3,0
KCH3095,2010-01-12,18,5,6,1
KCH3224,2010-01-12,19,0,8,0
KCL2310,2010-01-12,6,2,1,1
KCM0806,2010-01-12,22,0,8,0
KCM1858,2010-01-12,2,12,1,3
KCM1893,2010-01-12,9,7,3,2
KCM2495,2010-01-12,0,21,0,9
KCM3235,2010-01-12,9,14,1,4
KCO0269,2010-01-12,7,10,1,6
KCO0287,2010-01-12,11,0,8,0
KCO1253,2010-01-12,16,7,6,2
KCR0468,2010-01-12,17,3,3,0
KCR0577,2010-01-12,19,9,5,1
KCR2291,2010-01-12,13,0,2,0
KCS0605,2010-01-12,8,0,1,0
KCS3465,2010-01-12,5,0,1,0
KCT3965,2010-01-12,0,6,0,1
KCW2117,2010-01-12,14,0,6,0
KCW3064,2010-01-12,0,13,0,9
KDA1452,2010-01-12,15,4,5,1
KDB0266,2010-01-12,13,12,5,2
KDC0444,2010-01-12,11,5,2,3
KDC1487,2010-01-12,2,0,1,0
KDC2976,2010-01-12,11,0,2,0
KDF0876,2010-01-12,5,0,0,0
KDH1284,2010-01-12,14,0,5,0
KDM2836,2010-01-12,2,0,1,0
KDM3923,2010-01-12,5,0,1,0
KDN0264,2010-01-12,18,0,7,0
KDN1740,2010-01-12,12,0,5,0
KDR3234,2010-01-12,10,16,0,3
KDT1190,2010-01-12,20,0,8,0
KDT3290,2010-01-12,3,0,1,0
KDT3773,2010-01-12,28,8,11,1
KDW2929,2010-01-12,10,0,2,0
KEC0785,2010-01-12,19,2,5,0
KEC2465,2010-01-12,6,9,0,8
KED1219,2010-01-12,19,2,5,1
KEF0629,2010-01-12,17,0,8,0
KEF1057,2010-01-12,23,5,5,1
KEH0665,2010-01-12,13,9,1,2
KEM0113,2010-01-12,16,0,8,0
KEM1208,2010-01-12,24,0,7,0
KEM2934,2010-01-12,0,28,0,13
KEO0131,2010-01-12,26,8,12,4
KEW1179,2010-01-12,22,2,5,1
KEW2795,2010-01-12,2,0,1,0
KFB2257,2010-01-12,18,21,4,4
KFG2735,2010-01-12,0,18,0,3
KGB0500,2010-01-12,19,0,3,0
KGD2603,2010-01-12,18,0,5,0
KGD3278,2010-01-12,4,0,1,0
KGN0619,2010-01-12,4,10,1,7
KGR2815,2010-01-12,0,2,0,1
KGS3466,2010-01-12,0,7,0,2
KHC2129,2010-01-12,18,0,8,0
KHC3350,2010-01-12,2,0,1,0
KHP1043,2010-01-12,24,0,10,0
KHW2052,2010-01-12,16,0,9,0
KIC1000,2010-01-12,27,0,7,0
KIC2314,2010-01-12,29,9,7,2
KIG1594,2010-01-12,37,0,11,0
KJB0354,2010-01-12,17,0,4,0
KJB3654,2010-01-12,5,0,1,0
KJC1419,2010-01-12,8,2,2,1
KJC3748,2010-01-12,5,0,3,0
KJH0588,2010-01-12,17,7,4,2
KJP1326,2010-01-12,20,0,7,0
KJR1377,2010-01-12,4,12,0,6
KJR3538,2010-01-12,19,0,8,0
KJS0119,2010-01-12,16,11,4,1
KJS1940,2010-01-12,18,0,8,0
KKB1088,2010-01-12,16,0,4,0
KKB2094,2010-01-12,22,0,4,0
KKC2119,2010-01-12,0,17,0,8
KKD1980,2010-01-12,22,0,4,0
KKH2324,2010-01-12,6,30,2,8
KKL1310,2010-01-12,17,0,4,0
KKM0309,2010-01-12,0,6,0,1
KKM0624,2010-01-12,8,11,3,2
KKP2284,2010-01-12,12,0,2,0
KKS3790,2010-01-12,24,0,13,0
KLC3364,2010-01-12,32,0,11,0
KLD2255,2010-01-12,18,24,4,5
KLG0439,2010-01-12,6,14,1,4
KLH0276,2010-01-12,13,13,2,3
KLL3118,2010-01-12,15,5,5,2
KLM0714,2010-01-12,0,16,0,8
KLM1357,2010-01-12,21,0,4,0
KLM2448,2010-01-12,24,0,8,0
KLP0249,2010-01-12,34,0,15,0
KLP3864,2010-01-12,22,8,5,0
KLZ0507,2010-01-12,17,7,3,1
KMB1379,2010-01-12,12,4,4,1
KMB1761,2010-01-12,8,7,2,5
KMB3003,2010-01-12,34,0,14,0
KMB3781,2010-01-12,0,38,0,12
KMC2028,2010-01-12,20,5,4,1
KMD3062,2010-01-12,19,0,4,0
KMR0373,2010-01-12,11,0,5,0
KMR0682,2010-01-12,13,4,5,1
KMR2232,2010-01-12,4,0,1,0
KMS0568,2010-01-12,19,6,3,2
KMS0954,2010-01-12,27,2,14,0
KMS1530,2010-01-12,4,0,1,0
KMW0259,2010-01-12,14,18,1,3
KMW1008,2010-01-12,20,8,3,2
KNA1279,2010-01-12,15,5,7,2
KNB0560,2010-01-12,11,4,5,1
KNC3843,2010-01-12,23,0,3,0
KND0529,2010-01-12,12,9,5,2
KNH0316,2010-01-12,16,8,3,5
KNH1985,2010-01-12,12,0,9,0
KNK1428,2010-01-12,2,20,1,6
KNL0918,2010-01-12,19,12,6,4
KNM0423,2010-01-12,9,0,2,0
KNM1154,2010-01-12,10,10,5,4
KNM1318,2010-01-12,16,0,8,0
KNM1674,2010-01-12,13,0,1,0
KNR3837,2010-01-12,6,0,2,0
KNS0539,2010-01-12,19,0,9,0
KNS2828,2010-01-12,0,2,0,1
KNS3380,2010-01-12,0,34,0,14
KNW1321,2010-01-12,13,2,5,1
KOB2624,2010-01-12,24,0,5,0
KOE0908,2010-01-12,21,17,7,4
KOE1033,2010-01-12,23,9,8,4
KOM1306,2010-01-12,14,0,2,0
KOP3802,2010-01-12,9,0,2,0
KOR1163,2010-01-12,14,0,5,0
KOW3756,2010-01-12,11,0,2,0
KPB1123,2010-01-12,13,0,4,0
KPN3783,2010-01-12,28,5,7,0
KPO3619,2010-01-12,4,0,1,0
KPP2253,2010-01-12,25,5,11,1
KPS0895,2010-01-12,2,0,1,0
KPS3882,2010-01-12,24,3,5,0
KQD0274,2010-01-12,16,0,8,0
KQW0164,2010-01-12,14,0,10,0
KRB3120,2010-01-12,19,0,5,0
KRC2935,2010-01-12,30,0,9,0
KRD2100,2010-01-12,17,0,9,0
KRH0589,2010-01-12,12,3,7,0
KRH1028,2010-01-12,11,6,4,3
KRL0467,2010-01-12,21,5,5,4
KRM3125,2010-01-12,19,0,6,0
KRN2211,2010-01-12,2,0,1,0
KSB1599,2010-01-12,31,3,9,1
KSD1646,2010-01-12,0,20,0,10
KSF0134,2010-01-12,20,6,6,2
KSH0672,2010-01-12,14,13,5,1
KSJ0840,2010-01-12,0,6,0,0
KSM1518,2010-01-12,2,0,1,0
KSM1772,2010-01-12,30,0,9,0
KSN3347,2010-01-12,0,2,0,1
KSO2224,2010-01-12,0,3,0,0
KSP1288,2010-01-12,19,0,6,0
KSS2068,2010-01-12,23,10,3,2
KST0924,2010-01-12,32,0,10,0
KSV2881,2010-01-12,36,0,9,0
KSW0206,2010-01-12,12,24,1,13
KSW3237,2010-01-12,24,2,7,0
KTC0474,2010-01-12,17,2,6,0
KTD2249,2010-01-12,4,0,0,0
KTL2843,2010-01-12,0,4,0,1
KTL3785,2010-01-12,29,4,9,1
KTR3308,2010-01-12,2,0,0,0
KTS3908,2010-01-12,5,0,0,0
KTW1719,2010-01-12,38,5,9,2
KTW3547,2010-01-12,25,0,3,0
KUS2137,2010-01-12,7,2,1,1
KVA2944,2010-01-12,27,7,9,2
KVB3830,2010-01-12,11,0,3,0
KVD2453,2010-01-12,17,0,8,0
KVW0814,2010-01-12,0,20,0,5
KWB1967,2010-01-12,11,9,4,4
KWC3812,2010-01-12,9,0,1,0
KWD2589,2010-01-12,14,4,4,1
KWD3977,2010-01-12,4,0,1,0
KWR1544,2010-01-12,2,0,0,0
KZG3565,2010-01-12,12,5,3,0
KZK2058,2010-01-12,14,8,4,1
KZM2602,2010-01-12,16,3,4,1
LAB1297,2010-01-12,13,2,3,0
LAC0994,2010-01-12,30,2,15,1
LAE1350,2010-01-12,4,14,0,5
LAF1796,2010-01-12,7,4,6,3
LAF2213,2010-01-12,2,0,0,0
LAH0524,2010-01-12,18,0,2,0
LAH3026,2010-01-12,23,3,10,0
LAL1956,2010-01-12,12,8,1,1
LAN1329,2010-01-12,7,14,1,5
LAN2608,2010-01-12,12,6,5,1
LAO2771,2010-01-12,14,0,8,0
LAR0625,2010-01-12,15,0,7,0
LAS3757,2010-01-12,0,9,0,3
LAV1050,2010-01-12,26,0,3,0
LAW1407,2010-01-12,31,0,4,0
LBB0453,2010-01-12,21,5,5,2
LBC0194,2010-01-12,9,10,3,2
LBF1992,2010-01-12,17,0,7,0
LBG0407,2010-01-12,24,0,10,0
LBG1670,2010-01-12,19,18,4,7
LBG3911,2010-01-12,2,0,0,0
LBJ1723,2010-01-12,19,13,7,2
LBM0614,2010-01-12,28,0,4,0
LBM2142,2010-01-12,25,0,7,0
LBM3284,2010-01-12,0,2,0,0
LBR1387,2010-01-12,18,5,5,1
LBW3159,2010-01-12,20,0,5,0
LCB2041,2010-01-12,12,11,4,4
LCC1108,2010-01-12,10,0,7,0
LCC1963,2010-01-12,18,3,6,0
LCC2503,2010-01-12,22,0,7,0
LCF1216,2010-01-12,16,0,8,0
LCG0784,2010-01-12,13,0,2,0
LCH1789,2010-01-12,20,0,8,0
LCH2740,2010-01-12,9,18,2,4
LCK1403,2010-01-12,25,0,5,0
LCM1480,2010-01-12,9,0,2,0
LCP0344,2010-01-12,2,0,1,0
LCP0572,2010-01-12,20,4,4,0
LCR1537,2010-01-12,2,0,1,0
LCS3042,2010-01-12,21,0,1,0
LCT2783,2010-01-12,2,0,1,0
LCW0047,2010-01-12,9,19,1,5
LCW3879,2010-01-12,7,13,0,2
LDB3087,2010-01-12,21,0,4,0
LDB3304,2010-01-12,2,0,1,0
LDH0574,2010-01-12,0,21,0,7
LDN2514,2010-01-12,12,9,4,3
LDW0620,2010-01-12,2,18,1,4
LDW1472,2010-01-12,15,0,8,0
LEB1764,2010-01-12,18,9,3,1
LEC3857,2010-01-12,8,20,1,10
LED0656,2010-01-12,14,0,9,0
LEM1913,2010-01-12,10,14,2,5
LEP2922,2010-01-12,7,0,2,0
LER3942,2010-01-12,2,0,1,0
LFB1624,2010-01-12,8,0,2,0
LFC2015,2010-01-12,7,11,5,4
LFF1887,2010-01-12,16,2,4,1
LFR0075,2010-01-12,6,4,2,1
LFS0392,2010-01-12,4,2,1,0
LGF1503,2010-01-12,4,0,1,0
LGJ2710,2010-01-12,14,0,7,0
LGL0649,2010-01-12,21,0,5,0
LGL2772,2010-01-12,7,2,2,0
LGM1260,2010-01-12,15,0,5,0
LGM2170,2010-01-12,2,0,1,0
LGR1036,2010-01-12,25,0,12,0
LGR3119,2010-01-12,16,10,3,1
LGS1812,2010-01-12,23,0,7,0
LGS1976,2010-01-12,18,0,7,0
LGS3477,2010-01-12,12,20,4,4
LHB3089,2010-01-12,21,0,7,0
LHG3145,2010-01-12,16,0,5,0
LHH2148,2010-01-12,5,0,1,0
LIC0203,2010-01-12,11,8,7,1
LIC3646,2010-01-12,0,2,0,1
LIG2813,2010-01-12,5,0,1,0
LIM1718,2010-01-12,24,15,11,5
LIW0379,2010-01-12,31,4,7,2
LJC0191,2010-01-12,0,19,0,7
LJC3980,2010-01-12,2,0,0,0
LJE2413,2010-01-12,23,2,12,1
LJH0866,2010-01-12,6,0,1,0
LJH2619,2010-01-12,15,0,7,0
LJM3339,2010-01-12,2,0,1,0
LJR0253,2010-01-12,12,0,2,0
LKB2322,2010-01-12,31,2,9,1
LKC1944,2010-01-12,12,4,4,1
LKF0335,2010-01-12,3,0,1,0
LKG0937,2010-01-12,11,0,2,0
LKH2512,2010-01-12,0,14,0,8
LKS1010,2010-01-12,12,20,3,6
LKS1416,2010-01-12,18,0,3,0
LLB3769,2010-01-12,6,3,1,0
LLG1238,2010-01-12,10,9,5,3
LLG2714,2010-01-12,16,0,8,0
LLG2958,2010-01-12,24,0,13,0
LLH3157,2010-01-12,24,0,6,0
LLJ1243,2010-01-12,17,0,7,0
LLJ3179,2010-01-12,18,6,4,1
LLS0222,2010-01-12,19,0,9,0
LLT0291,2010-01-12,13,0,6,0
LMA3676,2010-01-12,2,0,1,0
LMB1077,2010-01-12,15,0,4,0
LMB3241,2010-01-12,18,7,4,2
LMD2804,2010-01-12,6,0,1,0
LMF0670,2010-01-12,21,0,7,0
LMG1061,2010-01-12,22,2,9,1
LMH1987,2010-01-12,4,0,1,0
LMH2801,2010-01-12,5,0,0,0
LMH3831,2010-01-12,0,18,0,9
LMJ1783,2010-01-12,13,5,7,1
LMJ3535,2010-01-12,16,0,8,0
LMM3366,2010-01-12,11,23,2,6
LMS2868,2010-01-12,3,0,1,0
LMW2320,2010-01-12,17,30,3,7
LMZ1501,2010-01-12,4,0,1,0
LNA2543,2010-01-12,4,19,1,7
LNB2991,2010-01-12,6,0,1,0
LND2704,2010-01-12,8,12,4,1
LNK3345,2010-01-12,0,5,0,1
LNM1879,2010-01-12,17,0,5,0
LNP3092,2010-01-12,17,0,6,0
LNR0556,2010-01-12,17,0,7,0
LNV0271,2010-01-12,18,0,7,0
LOC0416,2010-01-12,28,14,6,4
LOC1446,2010-01-12,21,0,6,0
LOF3279,2010-01-12,0,2,0,1
LOP1055,2010-01-12,20,0,7,0
LOP1708,2010-01-12,24,0,7,0
LOR1044,2010-01-12,14,0,1,0
LPE0270,2010-01-12,17,0,7,0
LPH3918,2010-01-12,5,0,1,0
LPW0767,2010-01-12,20,0,8,0
LQC3780,2010-01-12,31,0,8,0
LQJ3060,2010-01-12,21,0,3,0
LQW0555,2010-01-12,19,0,8,0
LQW1314,2010-01-12,11,10,2,6
LRB0372,2010-01-12,4,11,1,5
LRC3160,2010-01-12,17,0,6,0
LRF0101,2010-01-12,13,12,3,3
LRF1572,2010-01-12,0,2,0,1
LRG3408,2010-01-12,5,4,2,1
LRK2426,2010-01-12,28,0,6,0
LRL1316,2010-01-12,23,0,4,0
LRM1362,2010-01-12,10,14,1,5
LRM1922,2010-01-12,10,10,4,2
LRP2591,2010-01-12,10,5,6,2
LRS1165,2010-01-12,0,21,0,6
LRS1168,2010-01-12,20,0,3,0
LRS2996,2010-01-12,10,17,1,5
LRT0447,2010-01-12,15,0,7,0
LRU3765,2010-01-12,8,0,3,0
LRV1120,2010-01-12,19,0,5,0
LRW1502,2010-01-12,0,2,0,0
LSC3979,2010-01-12,2,0,1,0
LSL0001,2010-01-12,22,33,6,11
LSL0337,2010-01-12,2,0,1,0
LSM0408,2010-01-12,31,2,11,1
LSM2234,2010-01-12,3,0,0,0
LSN1672,2010-01-12,27,4,11,3
LTF3385,2010-01-12,0,13,0,3
LTH1795,2010-01-12,15,9,5,2
LTO2217,2010-01-12,3,0,1,0
LTR1729,2010-01-12,11,26,1,8
LTW1378,2010-01-12,13,0,8,0
LTW1441,2010-01-12,12,14,3,2
LUG2205,2010-01-12,2,0,1,0
LUK1182,2010-01-12,9,9,3,5
LVH1790,2010-01-12,17,2,5,1
LVK3180,2010-01-12,17,0,3,0
LWB2851,2010-01-12,5,0,1,0
LWH0180,2010-01-12,14,12,5,3
LWV1525,2010-01-12,2,0,1,0
LXC0839,2010-01-12,5,0,1,0
LXE2139,2010-01-12,3,10,4,5
LXG2919,2010-01-12,0,9,0,2
LXS0332,2010-01-12,12,4,7,0
LYB3419,2010-01-12,35,0,10,0
LYF3449,2010-01-12,2,5,1,2
LYS3814,2010-01-12,6,0,2,0
LZM0306,2010-01-12,2,0,1,0
MAB1775,2010-01-12,23,0,8,0
