User,numAttachmentDay,numAttachmentNight,numSendDay,numSendNight,numRecievedDay,numRecievedNight,numEmailSentwithAttachDay,numEmailSentwithAttachNight,numEmailRecievedwithAttachDay,numEmailRecievedwithAttachNight,numdistinctRecipientsDay,numdistinctRecipientsNight,numinternalRecipientsDay,numinternalRecipientsNight
RNB2679,66,56,99,43,174,87,0,0,33,29,179,103,104,73
RNC3417,1526,253,1371,242,2679,419,165,35,658,115,1094,259,660,149
RND1473,730,116,954,164,1678,333,0,0,377,66,846,242,517,135
RNM0466,1140,324,1053,303,1945,538,122,26,467,143,1092,361,635,216
ROA3171,776,175,466,117,886,189,170,42,226,44,374,130,210,72
ROB2744,750,384,701,381,1297,791,0,0,390,197,719,461,441,290
ROH1347,887,171,924,151,1730,333,113,19,352,72,827,232,513,127
ROH3778,1201,357,1354,444,2629,770,134,48,511,145,1157,405,696,249
ROR3483,1155,1040,1206,1195,2172,2240,137,114,457,440,990,1005,575,597
ROR3967,217,158,73,43,143,83,55,41,67,43,186,104,107,49
ROS2030,1045,120,971,112,1821,212,0,0,518,57,818,163,452,89
RPB0029,672,328,1018,590,1802,1004,118,71,275,124,716,455,434,305
RPC0205,1073,42,1140,73,2110,123,135,7,367,16,911,153,568,86
RPF2614,1013,239,845,202,1657,405,207,46,354,98,814,261,492,148
RPG0403,1074,322,784,292,1566,495,100,31,407,126,657,232,442,158
RPH2326,1257,484,1337,460,2481,900,140,43,534,190,1164,471,673,268
RPL2640,1068,163,914,172,1707,324,224,23,351,64,947,234,586,146
RPS3617,268,57,91,28,179,40,59,15,76,15,202,78,131,51
RPW0026,106,6,128,4,239,4,20,0,44,1,210,10,133,7
RPW2445,1252,247,889,227,1644,400,192,47,484,101,843,240,513,147
RQN2039,1994,251,924,145,1763,251,407,59,560,67,643,156,394,86
RQR3924,52,14,41,6,58,13,0,0,28,3,102,35,67,28
RRA0643,1763,150,1009,84,1851,168,445,34,571,54,914,183,587,115
RRD2697,938,137,1036,94,1775,210,119,10,400,48,852,172,507,104
RRH0638,98,15,120,13,205,18,17,1,40,4,181,38,121,24
RRH3057,1234,382,801,248,1546,492,297,87,403,132,584,259,354,152
RRM2175,120,63,102,22,170,49,0,0,52,20,267,111,159,65
RRM3789,1613,556,1349,477,2554,874,279,101,527,159,1058,460,670,254
RRS2359,487,182,279,87,499,181,122,39,128,48,465,227,271,132
RRT1417,1498,551,749,300,1465,589,323,122,377,152,577,302,289,178
RSA2941,204,39,274,40,501,76,0,0,107,21,286,87,167,56
RSE2181,173,81,103,27,165,52,44,17,51,18,280,121,150,78
RSE2382,1763,1007,1443,734,2672,1389,162,79,757,432,1477,888,802,495
RSG0687,1498,456,833,251,1477,502,362,96,453,164,670,343,399,199
RSG2931,310,60,297,68,591,92,0,0,160,35,572,134,345,72
RSJ0891,167,19,128,12,183,36,0,0,67,11,285,70,180,46
RSM1089,1511,303,902,193,1686,347,423,92,411,83,975,342,565,200
RSM3742,282,97,252,85,501,195,0,0,129,51,455,220,267,128
RSR2681,1181,557,732,347,1363,679,258,125,414,193,730,424,449,243
RSS0875,319,66,101,22,176,50,84,17,78,21,181,72,106,41
RSS3182,412,57,484,93,900,203,51,6,155,35,402,124,242,63
RSV2438,1556,327,1123,219,2056,406,383,72,476,102,760,282,468,167
RSV3166,680,164,461,108,898,190,166,37,204,44,465,151,276,82
RSW3232,557,285,794,327,1391,632,0,0,299,135,700,389,414,226
RTA1201,243,12,244,17,389,44,57,6,67,3,339,66,200,45
RTD0762,780,112,893,163,1765,293,0,0,390,61,1097,296,728,178
RTM0849,177,86,76,33,166,73,33,21,48,25,238,117,144,78
RTN3680,314,194,73,49,137,87,60,39,76,40,175,131,101,87
RTP0754,1519,563,886,328,1634,666,313,127,434,170,620,351,375,216
RTS2009,688,677,878,664,1687,1291,85,88,273,244,659,547,413,344
RTW2758,516,155,272,92,497,172,140,50,136,38,366,177,221,98
RUB1156,1191,586,738,351,1401,644,262,113,363,168,708,417,424,251
RUC1198,810,122,989,101,1841,213,0,0,331,54,851,143,519,87
RVB0303,239,175,93,37,140,79,56,28,53,45,205,100,118,60
RVH0535,1672,305,911,177,1751,315,340,52,487,92,818,250,522,151
RVL1688,268,169,230,140,435,245,38,10,113,68,406,258,228,154
RVR0095,2412,559,1711,452,3174,854,381,91,855,203,1481,507,904,302
RVV0317,781,786,823,711,1485,1366,83,73,353,315,637,621,398,389
RWH3312,265,84,103,28,163,57,77,17,55,20,214,108,133,65
RWN1705,1906,355,1468,291,2723,544,155,34,777,153,1173,358,690,209
RWS3699,330,96,108,38,219,67,81,24,99,30,236,107,124,56
RXG1504,147,13,97,15,201,37,25,2,61,9,281,82,172,46
RXN2265,2498,1073,1290,503,2457,1002,545,242,722,300,894,487,543,275
SAB0817,1453,520,781,296,1442,547,258,106,414,155,566,282,342,164
SAB1954,1011,765,714,597,1367,1062,260,208,285,210,663,539,364,296
SAB2761,299,122,255,110,476,192,34,18,130,43,392,187,225,117
SAB3286,261,101,82,34,141,92,70,25,42,21,216,136,140,84
SAB3860,1702,915,1236,685,2359,1303,415,217,426,241,926,590,550,353
SAC0374,921,393,386,186,693,337,184,74,227,108,352,209,220,119
SAC3963,116,56,81,42,143,83,0,0,53,32,211,153,140,96
SAD3259,328,84,112,33,186,67,91,23,73,18,225,99,138,67
SAH2292,261,74,308,68,533,121,0,0,125,36,492,169,272,105
SAL2493,519,259,757,362,1341,661,0,0,277,137,714,394,439,244
SAM2567,877,387,794,294,1471,551,183,81,299,133,712,308,448,189
SAM3782,1088,374,1396,441,2546,847,0,0,546,168,1071,402,626,241
SAM3855,1604,968,1291,805,2255,1529,416,257,345,233,918,640,573,401
SAM3862,953,315,1279,409,2412,791,0,0,506,160,1032,322,669,181
SAP1888,616,132,903,208,1632,387,0,0,293,69,919,318,536,193
SAP2173,76,22,108,19,163,52,0,0,49,17,249,95,145,68
SAP3390,487,180,278,89,506,172,122,43,150,64,353,198,199,122
SAR1883,252,35,305,60,566,104,0,0,116,18,417,101,273,55
SAR2066,981,665,850,635,1555,1155,102,85,384,263,1016,756,614,445
SAS1098,1078,260,841,236,1613,427,206,64,353,81,774,259,485,141
SAT3766,552,176,258,112,462,201,111,38,152,55,328,224,181,119
SAV3457,355,43,323,46,597,83,41,1,149,21,492,126,248,71
SBD1557,157,112,70,50,140,92,34,29,49,33,201,186,128,118
SBG3983,191,48,100,31,193,46,25,11,55,12,190,86,106,47
SBH3683,305,6,115,3,222,9,94,3,74,2,281,23,169,18
SBJ3628,166,19,100,28,171,47,0,0,69,8,240,101,152,64
SBK3515,738,172,929,189,1672,349,0,0,394,83,818,225,543,158
SBM2719,997,376,827,291,1479,539,198,61,382,123,784,316,480,172
SBO3115,1052,189,930,157,1706,327,220,31,323,63,798,232,513,144
SBS1606,1054,294,1423,368,2786,693,0,0,571,151,1209,400,740,215
SBT2281,1778,569,1321,465,2474,863,288,83,656,226,1025,454,594,267
SBT2585,1343,420,829,265,1537,476,376,121,320,98,759,325,455,196
SBW3023,1239,178,1457,231,2692,473,0,0,667,110,1058,277,612,147
SCB1280,1661,288,907,173,1673,348,421,80,402,81,795,247,480,154
SCB2814,239,90,80,41,169,59,63,34,69,23,221,130,148,81
SCC0067,1105,163,902,182,1675,336,193,34,372,75,812,212,474,118
SCC1896,623,87,930,182,1659,344,0,0,308,52,870,232,541,127
SCC2526,1222,282,897,214,1631,365,204,61,401,84,815,303,511,173
SCD2333,1142,346,1349,474,2533,819,0,0,596,184,1099,439,667,236
SCD3192,791,232,845,264,1555,440,90,27,332,81,736,282,419,156
SCE1877,1409,408,846,234,1557,441,294,77,429,127,688,248,438,155
SCF0330,580,117,881,225,1646,368,96,20,229,41,777,218,490,134
SCG2695,1177,157,952,105,1842,209,245,30,423,54,919,141,585,85
SCH1013,2838,934,1600,565,3051,1084,684,208,777,261,1625,781,914,431
SCH3567,1236,365,840,247,1575,449,217,61,474,136,864,292,581,181
SCH3716,1454,684,1193,592,2352,1133,267,129,500,220,991,606,594,403
SCH3858,1486,437,1294,390,2365,769,293,79,436,130,944,360,604,224
SCJ0179,1481,402,854,205,1716,384,279,87,430,109,824,327,496,195
SCJ2279,2355,772,1370,453,2453,913,609,185,620,215,1020,451,568,266
SCL0022,650,150,1103,225,2053,421,0,0,331,77,1145,358,721,224
SCL2577,1321,395,844,245,1586,449,313,90,407,122,982,385,588,232
SCM0778,1061,247,884,196,1697,342,204,49,393,70,1039,359,664,209
SCM2538,388,182,244,127,456,215,65,29,129,72,337,169,197,105
SCM3407,527,226,247,104,499,190,127,67,156,60,346,215,204,114
SCM3950,231,40,107,21,187,32,76,12,43,12,255,67,160,49
SCP1116,985,467,713,378,1331,731,175,85,282,159,851,505,501,309
SCP3664,263,111,88,41,158,65,71,32,61,21,236,123,148,81
SCR0898,135,21,101,15,194,34,0,0,72,12,247,76,148,54
SCR2455,1176,356,921,289,1747,507,104,36,514,151,813,311,546,204
SDB3500,855,325,1243,431,2388,846,0,0,454,157,960,416,590,253
SDC2793,232,79,87,39,165,51,74,25,57,18,241,98,151,48
SDC3561,895,298,482,184,897,347,180,55,294,105,378,222,222,126
SDE2662,1681,292,1013,218,1855,361,348,72,499,88,715,197,439,115
SDF3082,1353,487,896,285,1695,571,299,97,447,148,847,339,516,207
SDH1556,230,199,76,66,143,130,51,38,57,60,203,200,122,120
SDH2394,2367,2353,1421,1476,2572,2690,465,471,733,732,1116,1172,614,672
SDM2550,1103,608,707,367,1344,738,313,167,275,147,704,418,430,263
SDM3560,1221,278,889,185,1631,397,202,52,477,101,850,301,509,158
SDN2932,604,102,308,52,586,100,124,24,182,28,387,122,245,54
SDR1227,629,229,823,279,1515,534,0,0,321,103,937,428,557,258
SDW0370,1865,833,1549,641,2873,1221,670,263,360,178,1229,630,737,366
SED0972,320,76,295,48,577,136,0,0,150,41,510,149,303,78
SEM1862,1321,469,814,266,1542,489,372,118,338,124,750,302,455,178
SEM1983,387,34,393,25,699,61,44,1,167,14,389,68,257,38
SEM2492,759,329,772,333,1353,661,89,41,270,123,692,392,408,247
SEN0534,1269,94,968,112,1843,190,216,11,400,36,1241,250,707,133
SER0621,1076,677,1076,628,2001,1191,124,80,310,175,687,478,451,281
SER2158,138,18,97,17,199,36,0,0,64,11,307,61,191,39
SES2670,1250,197,909,162,1752,315,319,51,323,46,812,203,515,136
SFC2336,521,460,663,606,1219,1079,65,59,191,165,459,386,264,222
SFE0723,624,250,759,314,1462,623,0,0,336,135,723,344,440,191
SFL0092,1910,295,1498,246,2747,427,330,54,607,87,1580,454,930,253
SFM2226,204,28,97,21,204,27,22,2,68,11,248,65,163,44
SGB1636,478,72,311,45,605,89,84,16,137,20,494,159,299,92
SGC1001,1217,434,1235,413,2428,787,108,49,551,182,1252,537,779,329
SGC2111,1495,895,680,401,1322,763,322,167,430,265,553,338,359,206
SGF2611,1511,597,780,314,1524,502,363,142,463,155,673,290,408,170
SGK1941,1337,362,845,234,1632,405,386,90,327,83,909,357,545,201
SGM2153,185,32,85,23,157,27,40,12,37,6,220,62,136,43
SGP1124,1603,305,912,162,1679,313,394,79,388,67,769,201,464,114
SGP2174,99,56,92,23,174,53,0,0,53,19,278,111,171,82
SGR0658,1119,249,890,198,1660,367,223,59,328,69,1085,337,655,206
SGR1164,586,266,737,345,1408,652,0,0,302,142,701,375,392,233
SGV2780,197,56,88,32,173,57,19,6,65,22,239,110,159,74
SGW0112,1292,600,761,328,1458,604,265,119,368,180,590,274,358,159
SGW0443,1101,660,681,409,1333,714,183,101,350,203,646,381,387,213
SHB2106,845,548,707,389,1302,745,0,0,443,264,642,410,412,274
SHB3512,745,314,930,374,1714,651,104,54,303,122,625,307,377,187
SHC1585,1231,227,1500,310,2778,597,0,0,632,126,1153,324,713,199
SHG1281,1134,229,919,189,1709,348,209,43,382,78,860,215,550,141
SHH0970,586,179,307,69,523,141,165,39,134,41,436,163,271,95
SHM2429,739,123,1128,199,2144,353,0,0,380,57,1075,278,666,168
SHN0104,302,8,162,7,280,19,72,1,81,4,193,32,134,18
SHP1418,1347,501,766,331,1493,565,265,114,348,122,636,303,372,160
SHP1713,2949,820,1767,439,3278,801,740,189,934,246,1574,490,934,281
SHS3176,1552,265,932,159,1713,316,422,60,391,77,881,233,521,134
SHT3548,968,134,955,164,1738,283,115,23,372,52,841,200,494,117
SHW3011,299,78,263,93,517,163,0,0,159,52,562,270,328,169
SIM3373,1026,387,1364,443,2481,911,0,0,542,206,1088,492,617,290
SIP2293,729,152,301,68,560,103,151,36,191,36,380,133,248,79
SIP2907,630,122,307,58,541,139,150,30,155,40,449,185,262,103
SIR3201,1058,577,710,364,1358,701,241,139,341,159,530,340,294,213
SIS3576,669,616,657,543,1339,994,75,64,285,243,641,488,406,300
SIW2528,1906,426,897,208,1652,352,407,104,519,97,660,229,420,149
SJB0086,843,324,811,302,1495,511,175,51,259,105,858,388,555,232
SJB2984,320,61,329,41,599,72,0,0,163,27,507,118,281,77
SJC3900,1290,589,770,310,1523,548,334,153,328,130,742,319,436,170
SJD3032,1664,331,1463,219,2690,493,333,47,538,113,1120,263,707,153
SJF3798,1891,705,1407,490,2568,948,492,173,460,185,1092,459,632,253
SJG1194,1243,140,966,133,1797,233,230,29,410,48,1081,278,627,161
SJG1510,187,55,104,24,180,42,46,15,48,11,287,91,179,56
SJH0945,355,86,275,79,537,161,45,10,153,40,465,211,261,120
SJL3355,2133,797,1339,442,2569,885,470,158,649,246,831,392,508,242
SJM3805,469,85,259,81,525,182,115,27,113,26,483,218,286,122
SJN1601,2198,453,1450,345,2820,635,470,116,711,145,821,311,507,201
SJR0452,2075,713,1276,422,2410,823,279,97,729,231,969,356,601,222
SJS0323,508,85,546,98,970,186,127,25,155,23,401,63,267,44
SJS1014,2680,961,1647,579,2955,1086,726,267,616,227,1459,706,880,415
SJS1415,1010,319,828,277,1546,481,194,60,295,90,753,327,444,187
SJT0698,1668,588,818,273,1530,506,385,138,501,180,622,283,383,157
SJW0184,870,195,945,158,1760,306,85,21,370,78,947,205,622,118
SJW3131,1296,511,773,295,1478,530,258,102,416,141,560,307,313,183
SJY3732,1234,556,1236,562,2378,1071,139,64,467,227,1053,543,651,303
SKA0757,727,133,919,188,1643,362,0,0,347,64,1065,343,667,213
SKB2635,684,98,938,131,1766,258,0,0,376,52,890,199,557,111
SKB3336,243,76,101,36,153,59,70,23,62,24,193,106,125,59
SKB3752,306,119,252,105,466,219,31,15,128,49,409,230,246,140
SKE3262,181,71,105,57,194,101,21,7,69,34,252,175,166,104
SKF2105,889,567,525,324,930,579,169,121,300,167,426,285,278,184
SKG1731,270,31,302,78,549,108,0,0,153,18,550,177,303,99
SKK0282,1420,420,1002,357,1846,655,433,164,301,71,716,269,486,173
SKL0739,1022,248,873,240,1594,438,204,55,346,87,966,309,620,177
SKM1287,1530,237,942,139,1748,276,410,61,388,62,831,195,535,108
SKM1369,824,480,731,349,1351,688,171,82,220,145,875,540,554,331
SKM3058,1018,327,832,240,1555,498,217,61,275,104,791,284,464,154
SKP3263,93,21,105,21,191,33,0,0,51,12,254,66,167,33
SKS0339,131,84,96,59,185,104,15,8,52,35,192,156,128,102
SLB2519,1066,239,930,159,1661,385,108,20,446,106,886,252,487,150
SLB3039,2244,829,966,347,1879,637,429,161,626,216,843,416,526,261
SLC0017,2668,376,1972,237,3501,516,410,62,1019,153,1446,357,884,207
SLC1588,1508,623,1499,647,2717,1204,159,74,615,236,1085,590,638,357
SLD1639,268,73,292,68,572,119,0,0,141,31,488,162,300,104
SLH0900,229,42,98,26,179,39,53,9,59,11,253,111,137,63
SLL0504,385,124,843,254,1520,487,0,0,212,75,750,309,497,208
SLM1119,1353,674,685,389,1325,703,312,175,334,173,908,556,592,343
SLM2404,1832,284,940,137,1819,247,424,67,540,88,1043,245,607,132
SLS0834,1328,591,757,314,1449,583,351,144,307,110,772,365,467,211
SLS2992,335,47,333,34,585,75,0,0,152,26,571,129,311,69
SLV2969,578,79,313,50,599,85,132,20,192,29,392,112,225,60
SMC2898,2608,598,1522,277,2839,613,653,127,831,195,991,294,552,160
SME0418,1270,201,881,178,1706,325,104,24,542,89,1009,329,574,186
SME1984,1140,110,1002,98,1874,163,229,25,382,28,941,125,589,80
SMG1268,966,208,693,131,1292,260,318,67,248,45,646,187,387,104
SMG1794,655,162,842,235,1614,440,0,0,370,88,1033,382,614,227
SMH1953,965,484,746,351,1333,715,171,81,278,158,679,399,414,255
SMH2222,80,41,79,43,164,65,0,0,41,22,247,115,179,83
SML1923,1393,420,857,196,1691,368,287,69,401,110,751,268,468,177
SMM3221,1299,623,747,349,1395,645,322,160,343,168,694,393,432,265
SMN1103,1197,326,856,244,1567,452,291,88,341,95,724,270,489,169
SMO0458,1051,276,1023,308,1886,594,0,0,517,164,999,411,565,237
SMR0338,306,39,106,14,187,36,86,9,66,13,236,68,161,46
SMS1114,588,389,717,388,1220,795,0,0,308,209,933,598,561,340
SMS2452,1374,359,870,239,1616,415,327,74,414,112,772,269,471,165
SMW2062,880,295,847,238,1511,508,208,52,256,95,960,436,588,279
SNC1837,877,415,766,308,1433,619,198,82,285,127,727,348,446,206
SNM1257,591,208,815,271,1497,535,0,0,332,116,1041,470,613,264
SNM1696,412,129,269,115,444,213,78,33,97,35,439,221,243,121
SNV2423,2155,592,1325,384,2498,679,424,108,635,169,842,295,528,186
SNW0798,1285,469,806,293,1443,589,373,128,253,100,735,356,437,216
SOB0089,709,402,816,498,1537,983,96,58,269,162,811,549,499,372
SOD0442,1836,1117,816,489,1562,967,356,212,586,343,568,420,345,260
SOH3595,780,121,934,146,1741,286,0,0,416,66,853,177,463,94
SOK1299,214,61,138,44,278,72,56,12,56,14,175,58,110,35
SOM2865,367,70,100,20,187,36,85,13,107,19,228,73,133,45
SPM1684,281,167,244,97,465,244,63,26,104,59,401,260,219,137
SPP2313,2303,686,1377,422,2626,827,604,189,551,157,1150,430,687,253
SPW0753,1112,212,898,163,1681,335,202,35,353,64,909,247,561,156
SQC2334,2315,833,1353,465,2574,850,588,211,746,260,891,376,515,220
SRA3210,999,569,710,389,1273,760,312,174,224,134,643,428,366,252
SRB2276,2742,1656,1466,923,2639,1713,628,389,877,562,895,639,532,361
SRB2600,760,236,814,287,1473,552,97,41,289,94,639,309,361,173
SRC2524,1554,270,949,139,1720,302,412,68,418,80,895,199,522,123
SRH3590,619,340,682,403,1268,786,0,0,317,188,628,481,412,303
SRL3525,772,154,862,225,1635,405,0,0,400,97,867,252,532,148
SRM1112,1187,775,671,408,1281,788,232,145,369,226,737,523,457,334
SRM3245,1129,688,701,419,1319,712,255,145,328,190,594,405,355,242
SRN2617,1201,297,894,213,1658,386,293,67,359,96,833,269,493,136
SRP2080,1192,227,901,163,1685,384,214,28,395,89,835,232,483,116
SRR2711,1257,884,810,582,1580,973,273,199,439,270,659,462,415,301
SRS0129,1153,913,1871,1263,3418,2336,183,136,453,291,1090,842,610,456
SSA0346,243,56,100,24,194,32,55,11,63,8,266,88,154,37
SSA0389,421,122,270,79,532,155,65,22,152,49,423,196,260,107
SSA1793,1069,364,815,288,1518,537,194,66,342,127,767,396,443,240
SSD3197,1130,227,852,235,1609,437,215,48,339,80,776,243,484,146
SSF3031,1139,178,1402,258,2718,474,0,0,612,95,1116,241,683,142
SSH1649,1013,367,1203,596,2449,982,0,0,505,198,994,470,613,253
SSH1845,1445,558,787,275,1516,540,368,124,374,152,818,327,496,206
SSL2271,2229,976,1249,557,2468,956,529,258,601,246,1092,543,669,324
SSM3894,1006,320,831,258,1538,509,179,67,341,98,754,294,472,173
SSO2406,1444,242,907,144,1774,269,392,69,396,54,820,184,541,113
SSR1962,1170,561,759,358,1392,654,343,163,261,102,707,368,424,211
SSS3091,1385,732,831,378,1525,777,299,130,430,217,633,394,407,231
SST1661,2088,1020,1265,680,2368,1234,410,228,578,270,791,526,479,328
STC2042,1360,228,920,150,1761,263,222,33,467,69,794,174,497,101
STC3053,1426,442,1008,335,1929,582,250,80,512,155,898,394,517,219
STJ2043,746,228,795,255,1542,513,95,26,297,104,919,378,576,248
STK2397,320,120,265,88,521,170,0,0,163,58,528,216,352,123
STN2458,174,28,147,34,278,56,19,3,61,12,135,63,79,34
STR1769,1074,217,1133,211,2091,351,115,28,460,84,1032,270,635,168
STR3896,1027,367,810,260,1499,537,178,63,327,123,713,311,432,178
SUG0718,626,288,781,329,1436,608,0,0,321,151,719,339,443,183
SVA1742,1548,307,910,185,1707,347,426,87,355,70,767,183,495,123
SVM0077,500,118,301,71,546,117,164,36,113,28,468,162,299,103
SVM0770,754,112,921,162,1733,310,0,0,397,63,979,280,568,169
SVM3947,116,19,108,23,183,35,0,0,63,11,262,73,154,49
SWA1824,1258,374,824,265,1550,497,383,119,342,94,815,305,508,184
SWE1349,1151,156,935,169,1679,323,210,31,373,55,794,221,483,127
SWE3155,1544,241,931,170,1723,314,407,66,342,61,886,239,572,136
SWG1391,876,295,792,288,1531,530,99,39,355,125,950,444,593,251
SWG2200,184,57,99,32,185,35,47,13,49,9,310,104,189,71
SWH1053,1092,219,1098,235,2072,423,103,30,472,79,1093,334,645,177
SWK1436,918,314,830,271,1557,474,89,34,382,126,750,248,454,149
SWM0188,1775,251,940,150,1760,269,423,66,534,69,697,159,423,103
SWO3258,206,25,114,16,198,24,25,4,61,6,253,55,168,39
SWR3808,248,85,258,97,524,163,0,0,125,43,505,194,296,111
SWS0823,1002,406,819,274,1536,501,185,71,340,115,813,337,467,197
SXO3514,938,225,897,168,1719,353,100,18,389,86,819,243,487,136
SXR0964,2245,107,1750,90,3205,169,388,19,712,33,1315,127,782,66
SXW0537,1187,67,1004,83,1901,133,0,0,649,41,921,107,571,62
SYF1650,1387,577,1225,591,2327,1088,283,119,448,213,1026,540,642,341
SYF3607,906,255,926,304,1790,504,0,0,475,124,832,327,488,179
SYM2379,1822,865,1536,630,2807,1250,501,208,534,257,1470,771,927,482
SZB0321,1593,323,1372,345,2587,561,147,41,661,139,1404,489,848,308
SZC2235,90,21,47,14,94,16,0,0,38,8,166,45,108,35
SZG0325,1267,195,962,153,1708,307,226,37,480,76,962,237,586,149
TAB0684,1302,426,802,294,1537,510,282,111,437,136,600,252,377,154
TAB1870,1507,350,898,218,1642,388,317,67,453,101,708,247,439,155
TAB3539,1489,361,831,228,1636,407,313,85,411,82,803,299,503,203
TAC3330,292,91,92,35,158,61,60,26,76,28,230,96,148,58
TAC3425,1674,270,1553,274,2922,505,165,19,761,137,1259,316,719,172
TAD1414,684,230,831,261,1516,473,82,29,294,106,734,276,432,152
TAE1559,127,68,72,47,140,92,15,7,53,31,253,159,178,111
TAF0640,1259,136,980,93,1876,184,219,20,479,51,1046,177,648,102
TAH0933,332,101,274,94,534,150,0,0,159,49,461,153,267,81
TAJ0193,999,655,694,408,1250,775,316,183,240,155,652,465,378,299
TAM1488,138,30,99,23,189,36,0,0,63,18,265,74,166,44
TAM2031,1974,196,971,103,1835,186,413,35,576,69,622,108,341,57
TAM3048,1897,1331,1022,741,1864,1440,467,328,655,488,818,652,456,348
TAN2642,814,181,723,151,1331,279,163,35,260,49,728,211,439,116
TAP0631,661,251,728,333,1430,615,0,0,338,136,791,433,488,276
TAP0664,1437,400,931,273,1741,553,418,122,349,108,865,374,534,221
TAP1086,1540,334,864,202,1630,396,319,69,511,120,746,282,469,174
TAW2664,1316,245,902,179,1689,358,301,56,412,74,616,168,386,101
TBB1547,92,9,100,16,184,39,0,0,49,6,237,89,155,50
TBC2256,2084,763,1297,486,2429,935,432,144,695,269,854,400,536,232
TBD2008,1331,548,822,343,1589,644,275,124,443,193,642,350,373,216
TBK2860,235,39,108,19,180,38,63,7,67,11,277,75,162,57
TBL2581,1515,506,821,260,1480,541,304,107,449,152,768,348,479,213
TBM0932,321,74,277,78,525,155,32,9,143,40,458,175,260,100
TBM3829,375,117,286,64,514,170,84,19,101,34,427,197,245,124
TBS3382,404,115,266,85,533,168,33,9,165,45,458,216,279,134
TBW1393,618,240,825,290,1505,497,0,0,298,111,992,452,607,290
TCB0061,1837,370,1159,176,2088,335,387,78,550,93,922,252,567,163
TCB0550,1332,703,720,346,1388,654,317,152,334,178,705,375,444,234
TCG0016,1805,784,1498,704,2728,1360,625,293,351,163,1029,598,628,320
TCG1262,767,243,822,247,1582,497,98,31,301,92,980,403,612,254
TCH2216,266,117,69,45,151,87,57,29,55,22,199,139,134,86
TCH2233,232,36,107,19,187,38,53,9,66,12,256,76,154,45
TCM2403,2341,501,1354,294,2623,590,450,94,673,148,1064,379,637,229
TCN1687,241,94,261,104,490,206,0,0,130,52,450,231,236,130
TCP2520,1610,283,894,187,1670,338,381,73,380,77,857,245,514,140
TCR3994,176,62,94,28,194,33,44,18,54,10,252,82,145,46
TDC3116,1042,151,946,143,1791,261,212,34,324,39,905,184,572,105
TDG2727,1318,574,763,314,1358,679,340,141,313,171,719,371,470,230
TDH0989,2674,523,1405,305,2550,579,485,102,785,177,1072,413,660,247
TDJ3138,1530,544,927,352,1719,697,335,114,411,160,591,297,326,172
TDK1689,452,388,247,216,472,447,115,88,138,129,334,281,195,154
TDM2658,1136,187,956,159,1736,276,196,34,378,62,904,224,592,134
TDM2859,190,44,105,21,186,38,24,4,71,14,247,94,152,59
TDM3135,1219,717,777,461,1434,792,294,155,422,251,536,382,333,255
TDR0111,268,174,122,88,232,139,47,39,82,42,172,111,103,76
TDV1034,1212,353,1245,418,2427,812,133,50,466,156,966,361,609,217
TDV3188,1431,384,845,240,1594,414,306,88,366,103,644,253,435,163
TDW1746,1393,247,1423,274,2647,501,0,0,716,127,1056,278,631,146
TEC2300,340,76,156,45,302,69,80,24,87,21,268,117,158,68
TEC3006,2065,1068,1409,731,2653,1420,459,228,622,305,1540,873,917,523
TEF3555,618,154,921,181,1649,373,0,0,329,77,830,217,523,139
TEW0693,763,300,409,168,861,292,137,62,256,80,420,197,253,103
TFB1229,844,226,837,252,1584,469,97,20,314,108,1004,369,619,221
TFH0544,1922,105,997,46,1940,134,393,19,674,49,670,86,395,44
TGA2006,546,238,771,353,1397,642,0,0,303,131,741,375,397,211
TGC1489,192,56,102,21,186,43,47,11,61,15,277,83,182,48
TGH3351,1639,1821,1199,1224,2291,2250,510,533,431,434,911,925,525,565
TGP1343,944,130,929,169,1739,280,103,15,408,55,790,256,449,131
TGW2782,103,36,91,32,177,47,0,0,63,19,207,88,126,54
THB0987,1700,524,1170,384,2316,626,386,141,522,138,1050,406,632,224
THC2752,1201,674,747,375,1316,722,311,178,352,190,690,388,434,240
THF2879,2194,1196,1578,798,2955,1442,501,272,777,398,1002,562,596,335
THG3271,133,62,90,32,158,71,15,6,48,26,241,129,151,82
THH2751,772,411,810,427,1552,735,85,48,325,169,610,368,363,215
THM1021,1492,354,1394,338,2588,537,325,81,438,96,1170,384,690,222
THM2665,641,130,885,192,1674,376,0,0,355,75,823,242,510,153
THR3371,1361,460,1375,444,2560,830,154,41,580,191,1105,449,693,285
THW1425,1140,347,873,242,1552,445,211,48,389,123,822,263,486,151
TIE1175,1409,798,697,386,1306,737,317,185,378,210,565,359,335,215
TIJ1817,1449,473,836,268,1472,562,304,79,402,159,764,359,446,207
TJB0540,2016,141,1037,63,1859,114,447,33,572,34,857,112,512,71
TJB2532,794,148,881,208,1659,359,0,0,414,82,862,241,536,140
TJB3240,1123,490,751,327,1437,619,274,112,368,167,574,302,340,184
TJB3511,1182,174,940,132,1801,257,212,34,417,60,883,152,541,86
TJD0106,1871,820,1040,418,1952,802,368,157,625,267,726,331,445,192
TJE1945,924,297,854,249,1626,422,96,32,354,100,1074,387,604,230
TJL2113,1051,185,901,182,1741,300,216,46,353,63,900,204,581,108
TJL3603,1014,111,974,115,1790,240,115,16,432,49,853,174,505,90
TJM0328,529,126,921,191,1642,377,0,0,262,60,762,222,484,126
